Date,Inv No.,Bill No.,Bill Date,Party Name,ProjectNo,Item Name,Qty,Unit,Rate,CGST %,SGST %,IGST %,Net Amount,Total(QTY*Rate),Other taxable Charges(If Any),taxable Amt,CGST AMT,SGST AMT,IGST AMT,Comp. Cess Amount,Total GST AMT,Final Discount,Round Off,Gross Amount,Other Non Taxable Charges(If Any),CGST Receiver,SGST Receiver,IGST Receiver,CESS Receiver
13-03-2024,AR/2324/1036          ,SE-23-24-461             ,09-03-2024,Shah Enterprise                                   ,Consumable                                                                                          ,Diffuser 24 KD                                    ,10.0,nos   ,50.0,0,0,18,,500.0,0,300.0,0.0,0.0,54.0,0,54.0,-200.0,-0.18,354.0,0,0,0,0,0
13-03-2024,AR/2324/1036          ,SE-23-24-461             ,09-03-2024,Shah Enterprise                                   ,Consumable                                                                                          ,Diffuser 36 KD                                    ,10.0,nos   ,65.0,0,0,18,,650.0,0,390.0,0.0,0.0,70.2,0,70.2,-260.0,-0.18,460.2,0,0,0,0,0
13-03-2024,AR/2324/1036          ,SE-23-24-461             ,09-03-2024,Shah Enterprise                                   ,Consumable                                                                                          ,Nozzle 24 KD (MiG)                                ,10.0,nos   ,200.0,0,0,18,,2000.0,0,1400.0,0.0,0.0,252.0,0,252.0,-600.0,-0.18,1652.0,0,0,0,0,0
13-03-2024,AR/2324/1037          ,ABC/236/23-24            ,2024-03-01 00:00:00,Arihant Bearing Centre                            ,consumable                                                                                          ,EmeResin Metal Cloth Roll CR110015000050          ,1.0,rol   ,6320.0,0,0,18,12304.0,6320.0,0,4803.2,0.0,0.0,864.58,0,864.58,-1516.8,0.19,5667.78,0,0,0,0,0
13-03-2024,AR/2324/1037          ,ABC/236/23-24            ,01-03-2024,Arihant Bearing Centre                            ,consumable                                                                                          ,"HSS Tap Set 'TOTEM"" M10X1.5mm                     ",1.0,set   ,1827.0,0,0,18,,1827.0,100,1470.25,0.0,0.0,264.65,0,264.65,-456.75,0.19,1734.9,0,0,0,0,0
13-03-2024,AR/2324/1037          ,ABC/236/23-24            ,01-03-2024,Arihant Bearing Centre                            ,consumable                                                                                          ,"HSS Tap Set""TOTEM"" M6X1mm Pitch                   ",2.0,set   ,1257.0,0,0,18,,2514.0,0,1885.5,0.0,0.0,339.39,0,339.39,-628.5,0.19,2224.89,0,0,0,0,0
13-03-2024,AR/2324/1037          ,ABC/236/23-24            ,01-03-2024,Arihant Bearing Centre                            ,consumable                                                                                          ,"HSS Tap Set""TOTEM"" M8X1.25mm Pitch                ",2.0,eset  ,1512.0,0,0,18,,3024.0,0,2268.0,0.0,0.0,408.24,0,408.24,-756.0,0.19,2676.24,0,0,0,0,0
13-03-2024,AR/2324/1038          ,SE-23-24-465             ,2024-03-12 00:00:00,Shah Enterprise                                   ,Consumable                                                                                          ,Safety Goggle                                     ,40.0,nos   ,30.0,0,0,18,3304.0,1200.0,0,1200.0,0.0,0.0,216.0,0,216.0,0.0,0.0,1416.0,0,0,0,0,0
13-03-2024,AR/2324/1038          ,SE-23-24-465             ,12-03-2024,Shah Enterprise                                   ,Consumable                                                                                          ,Safety Shoes                                      ,2.0,prs   ,800.0,0,0,18,,1600.0,0,1600.0,0.0,0.0,288.0,0,288.0,0.0,0.0,1888.0,0,0,0,0,0
13-03-2024,AR/2324/1039          ,ABC/242/23-24            ,2024-03-12 00:00:00,Arihant Bearing Centre                            ,Consumable                                                                                          ,Gal. Zine Spray                                   ,24.0,nos   ,385.0,0,0,18,8505.0,9240.0,0,7207.2,0.0,0.0,1297.3,0,1297.3,-2032.8,0.5,8504.5,0,0,0,0,0
13-03-2024,AR/2324/1040          ,ABC/241/23-24            ,2024-03-09 00:00:00,Arihant Bearing Centre                            ,M1039                                                                                               ,"SS304 Elbow 4"" Dia x 4 mm Thk                     ",4.0,nos   ,1350.0,0,0,18,6490.0,5400.0,100,5500.0,0.0,0.0,990.0,0,990.0,0.0,0.0,6490.0,0,0,0,0,0
2024-03-14 00:00:00,AR/2324/1030          ,429/2023-24              ,2024-03-11 00:00:00,Sarthi Metal & Pipe Fitting Company               ,1039                                                                                                ,"Fix Elbow 1-1/4"" (Inter Threading)                ",6.0,nos   ,495.0,9,9,0,9193.0,2970.0,300,3270.0,294.3,294.3,0.0,0,588.6,0.0,-0.38,3858.6,0,0,0,0,0
14-03-2024,AR/2324/1030          ,429/2023-24              ,11-03-2024,Sarthi Metal & Pipe Fitting Company               ,1039                                                                                                ,"Pipe 1-1/4"" OD x 5 mm Thk                         ",13.7,kgs   ,330.0,9,9,0,,4521.0,0,4521.0,406.89,406.89,0.0,0,813.78,0.0,-0.38,5334.78,0,0,0,0,0
14-03-2024,AR/2324/1041          ,115                      ,2024-03-13 00:00:00,Everest Rubber Industries                         ,M1040                                                                                               ,"Solid Rubber Tyre 16"" x 4"" with Rim & Hub         ",32.0,nos   ,2775.0,0,0,18,104784.0,88800.0,0,88800.0,0.0,0.0,15984.0,0,15984.0,0.0,0.0,104784.0,0,0,0,0,0
2024-03-15 00:00:00,AR/2324/1042          ,225                      ,2024-03-14 00:00:00,Viion Engineering                                 ,M1045                                                                                               ,Double Axle Stub                                  ,22.0,nos   ,1310.0,9,9,0,134809.0,28820.0,0,28820.0,2593.8,2593.8,0.0,0,5187.6,0.0,-0.1,34007.6,0,0,0,0,0
15-03-2024,AR/2324/1042          ,225                      ,14-03-2024,Viion Engineering                                 ,M1045                                                                                               ,Lock Nut                                          ,25.0,nos   ,305.0,9,9,0,,7625.0,0,7625.0,686.25,686.25,0.0,0,1372.5,0.0,-0.1,8997.5,0,0,0,0,0
15-03-2024,AR/2324/1042          ,225                      ,14-03-2024,Viion Engineering                                 ,M1045                                                                                               ,Swivel Caster Axle                                ,25.0,nos   ,3040.0,9,9,0,,76000.0,1800,77800.0,7002.0,7002.0,0.0,0,14004.0,0.0,-0.1,91804.0,0,0,0,0,0
15-03-2024,AR/2324/1043          ,2976/23-24               ,2024-03-11 00:00:00,Pooja Enterprises                                 ,CAPITAL                                                                                             ,Pillow Block Bearing                              ,2.0,nos   ,2950.0,0,0,18,6962.0,5900.0,0,5900.0,0.0,0.0,1062.0,0,1062.0,0.0,0.0,6962.0,0,0,0,0,0
15-03-2024,AR/2324/1044          ,SE-23-24-467             ,2024-03-14 00:00:00,Shah Enterprise                                   ,spares                                                                                              ,Armature DW801                                    ,2.0,nos   ,554.0,0,0,18,2687.0,1108.0,0,1108.0,0.0,0.0,199.44,0,199.44,0.0,0.43,1307.44,0,0,0,0,0
15-03-2024,AR/2324/1044          ,SE-23-24-467             ,14-03-2024,Shah Enterprise                                   ,spares                                                                                              ,Carbon Brush DW801                                ,5.0,nos   ,87.55,0,0,18,,437.75,0,437.75,0.0,0.0,78.8,0,78.8,0.0,0.43,516.55,0,0,0,0,0
15-03-2024,AR/2324/1044          ,SE-23-24-467             ,14-03-2024,Shah Enterprise                                   ,spares                                                                                              ,Carbon Brush DWE4235                              ,5.0,nos   ,146.2,0,0,18,,731.0,0,731.0,0.0,0.0,131.58,0,131.58,0.0,0.43,862.58,0,0,0,0,0
15-03-2024,AR/2324/1045          ,SE-23-24-468             ,2024-03-14 00:00:00,Shah Enterprise                                   ,Spares Crane                                                                                        ,Contact Block 3T x 4                              ,2.0,nos   ,245.0,0,0,18,11040.0,980.0,0,539.73,0.0,0.0,97.15,0,97.15,-440.27,-0.7,636.88,0,0,0,0,0
15-03-2024,AR/2324/1045          ,SE-23-24-468             ,14-03-2024,Shah Enterprise                                   ,Spares Crane                                                                                        ,"Contactor 3TF33,22 Amp Siemans                    ",4.0,nos   ,2590.0,0,0,18,,10360.0,0,5698.0,0.0,0.0,1025.64,0,1025.64,-4662.0,-0.35,6723.64,0,0,0,0,0
15-03-2024,AR/2324/1045          ,SE-23-24-468             ,14-03-2024,Shah Enterprise                                   ,Spares Crane                                                                                        ,"Relay 3UA5500-2c, 16-25A Siemens                  ",2.0,nos   ,2835.0,0,0,18,,5670.0,0,3118.5,0.0,0.0,561.33,0,561.33,-2551.5,-0.35,3679.83,0,0,0,0,0
